"Name of City","Name of Paper","TPA Member","County Seat","Address","Address2","PO Address","PO Address2","Website","Main Phone","Main Fax","Email","circulation","County","Pub Day","founded","Page Size","Column Width","Congressional District","Representative District","State Senator District","publisher","editor","Ad Director","fips","pov_perc_all","pov_perc_under_18","Alcohol_Abuse","Autism_Spectrum_Disorders","Depression","Drug_Abuse_Substance_Abuse","Schizophrenia_Other_Psychotic_Disorders","total_pop","total_jail_pop","total_jail_pretrial","unemployment","X2020.Total.Population","X2020.LCDC.Total","Ratio.of.LCDCs.to.100.000.Population","X2020.LCSW.Total","Ratio.of.LCSWs.to.100.000.Population","X2020.LPC.Total","Ratio.of.LPCs.to.100.000.Population","X2020.LBSW.Total","Ratio.of.LBSWs.to.100.000.Population","X2020.LMSW.Total","Ratio.of.LMSWs.to.100.000.Population","X2020.Primary.Care.Physician.Total","Ratio.of.Primary.Care.Physicians.to.100.000.Population","MSA_type","Central_Outlying","CBSA.Code","CBSA.Title","CBSA.level","RUCC_2013","State","NCHS_2013","UIC_2013","opioid_per_100","alc_est_per_capita","vet_percent_2020","percent_uninsured","Temp_MH_Services_NewApp_2020","Ext_MH_Services_NewApp_2020","Modification_NewApp_2020","Auth_Meds_NewApp_2020","Temp_MH_Services_Hearing_2020","Ext_MH_Services_Hearing_2020","Modification_Hearing_2020","Auth_Meds_Hearing_2020","Temp_MH_Services_NewApp_2020_per100k","Ext_MH_Services_NewApp_2020_per100k","Modification_NewApp_2020_per100k","Auth_Meds_NewApp_2020_per100k","Temp_MH_Services_Hearing_2020_per100k","Ext_MH_Services_Hearing_2020_per100k","Modification_Hearing_2020_per100k","Auth_Meds_Hearing_2020_per100k","X2020.Psychiatrist.Total","Ratio.of.Psychiatrists.to.100.000.Population","Total.Traffic.Fatalities","Total.Traffic.Fatalities.BAC.gt.08","Percent.Traffic.Fatalities.BAC.gt.08","Traffic_Fatalities_per_100k","I_35","percent_comp","County Code","Name.y","UNC2020_Count_Papers","desert","ACS5Y2020_Hispanic_Percent","ACS5Y2020_Poverty_Percent","ACS5Y2020_GINI_Index","ACS5Y2020_Highschool_Percent","ACS5Y2020_GED_Percent","ACS5Y2020_Bachelors_Percent","ACS5Y2020_Masters_Percent","ACS5Y2020_Professional_Percent","ACS5Y2020_Doctorate_Percent","ACS5Y2020_SNAP_Percent","ACS5Y2020_Unemployment_Percent","ACS5Y2020_Median Household Income","Zero_Papers","One_Or_Fewer_Papers"
"Sulphur Springs","News-Telegram","*","*","200 MAIN ST","SULPHUR SPRINGS TX 75482","200 MAIN ST","SULPHUR SPRINGS TX 75482","www.ssnewstelegram.com","903-885-8663",NA,"dave@ssnewstelegram.com",2936,"Hopkins","Wednesday / Saturday",1899,"6 col. x 21”","1.539""","4","2","2","Dave Shabaz","Dave Shabaz","Dave Shabaz",48223,12.7,18.9,1.877,NA,19.934,5.1964,2.8676,36810,94,83,3,37040,4,10.8,7,18.9,22,59.4,17,45.9,17,45.9,15,40.5,"Micropolitan Statistical Area","Central",44860,"Sulphur Springs, TX","Micropolitan Statistical Area-Central",6,"TX",5,3,42.1,8.15505477478457,6.26036371544296,20.7215860486031,41,2,0,4,9,0,0,0,110.691144708423,5.39956803455724,0,10.7991360691145,24.2980561555076,0,0,0,1,2.7,9,3,36,24.2980561555076,"Non I-35 Corridor",0.966666666666667,"223","Hopkins",1,TRUE,0.170644001307617,0.11829237886805,0.4307,0.287746747193061,0.055490251712537,0.150297920635564,0.0484779700863362,0.00766081634307487,0.00652588058854526,0.107814118691727,0.0436237803494441,54600,FALSE,TRUE
"Sweetwater","Sweetwater Reporter","*","*","112 W. 3rd","Sweetwater, TX 79556-4430","PO Box 750","Sweetwater, TX 79556-0750","www.sweetwaterreporter.com","325-236-6677","325-235-4967","advertising@sweetwaterreporter.com",818,"Nolan","Tuesday / Thursday / Saturday",1881,"6 col. x 21”","1.611","19","71","28","Rick Nunez","Joe Grant","Rick Nunez",48353,17.2,24.4,1.7234,NA,21.3605,2.5397,3.4014,14751,43,31,3.4,15642,5,32,1,6.4,8,51.1,3,19.2,0,0,8,51.1,"Micropolitan Statistical Area","Central",45020,"Sweetwater, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,25,NA,6.73768489618673,27.9468238353729,166,0,0,0,0,0,0,0,1061.24536504283,0,0,0,0,0,0,0,0,0,12,2,19,76.7165324127349,"Non I-35 Corridor",0.95,"353","Nolan",1,TRUE,0.383598416213677,0.156094230112666,0.4986,0.259270898805783,0.086214121097842,0.107270060758433,0.0353027446050702,0.00565681961030798,0.00240938613031636,0.141769398114576,0.079291184862592,43692,FALSE,TRUE
"Tahoka","Lynn County News","*","*","1617 Main St.","Tahoka, TX 79373","PO Box 1170","Tahoka, TX 79373-1170",NA,"806-561-4888","806-561-6308","LynnCoNews@poka.com",749,"Lynn","Thursday",1903,"6 col. x 21”","1.67","19","83","28","Juanell Jones","Juanell Jones","Pam Elrod",48305,14.4,19.6,NA,0,17.4515,1.8006,1.5235,5877,15,44,2.9,5588,1,17.9,0,0,5,89.5,0,0,0,0,6,107.4,"Metropolitan Statistical Area","Outlying",31180,"Lubbock, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,11.9,NA,4.1458184417441,27.2771567106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Non I-35 Corridor",0.883333333333333,"305","Lynn",2,FALSE,0.466021066938498,0.160398420058389,0.4837,0.225257731958763,0.0695876288659794,0.15,0.0466494845360825,0.00515463917525773,0.0056701030927835,0.157798999545248,0.0372418879056047,46163,FALSE,FALSE
"Taylor","Taylor Press","*",NA,"211 W. 3rd St.","Taylor, TX 76574-3518","211 W. 3rd St.","Taylor, TX 76574-3518","www.taylorpress.net","512-352-8535","N/A","news@taylorpress.net",1329,"Williamson","Sunday / Wednesday",1913,"6 col. x 21”","1.52","31","52","5","Jason Hennington","Jason Hennington","Regina Taylor",48491,5.6,6.3,2.0875,0.1303,18.9043,2.7049,1.8703,566719,626,466,2.7,589914,107,18.1,237,40.2,504,85.4,56,9.5,211,35.8,509,86.3,"Metropolitan Statistical Area","Central",12420,"Austin-Round Rock-Georgetown, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,29.2,7.06055824385855,5.74893640079013,10.2283902466297,296,0,0,35,58,0,0,28,50.1768054326563,0,0,5.93306820994247,9.83194160504751,0,0,4.74645456795397,55,9.3,59,17,28,10.0014578396173,"I-35 Corridor",0.983333333333333,"491","Williamson",8,FALSE,0.246212991092794,0.060568218400767,0.3948,0.169332918953656,0.0331091117876971,0.276482548645716,0.112380295192845,0.0172090475237303,0.0126420918447973,0.0502676582692318,0.0495918868078842,90834,FALSE,FALSE
"Teague","Teague Chronicle","*",NA,"319 Main St.","Teague, TX 75860","PO Box 631","Teague, TX 75860-0631","www.teaguechronicle.com","254-739-2141","254-739-2144","news@teaguechronicle.com",1220,"Freestone","Thursday",1906,"6 col. x 21”","1.667","17","13","5","Richard Nelson","Richard Nelson","Jennifer Bynum",48161,13.3,16.7,1.6886,NA,18.5366,3.2645,2.7017,19808,56,47,5.5,19860,0,0,0,0,7,35.2,0,0,1,5,9,45.3,NA,NA,NA,NA,NA,7,"TX",6,9,12.1,NA,6.71468999228197,20.4605266451836,12,0,0,0,0,0,0,0,60.4229607250755,0,0,0,0,0,0,0,0,0,11,2,14,55.3877139979859,"Non I-35 Corridor",0.866666666666667,"161","Freestone",3,FALSE,0.158883711507293,0.162589053957033,0.4527,0.246653231610767,0.0710378580682309,0.106880667914208,0.0294371671224989,0.00561393407226141,0.00575788109975529,0.146229216152019,0.0333468340758742,52232,FALSE,FALSE
"Temple","Temple Daily Telegram","*",NA,"10 S. 3rd","Temple, TX 76501-7619","PO Box 6114","Temple, TX 76503-6114","www.tdtnews.com","254-778-4444","254-778-2117","advertiz@tdtnews.com",8577,"Bell","Daily",1907,"6 col. x 21”","1.6875","31","55","24","Sue Mayborn","Sue Mayborn","Lauren Ballard",48027,14.7,21.4,2.4743,0.1624,19.3586,3.7321,2.73,355642,797,257,4.1,353629,97,27.4,204,57.7,355,100.4,70,19.8,206,58.3,304,86,"Metropolitan Statistical Area","Central",28660,"Killeen-Temple, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,53.8,8.90335008781941,15.0299341421892,15.4006317257881,1166,0,0,141,1054,0,0,120,329.724089370498,0,0,39.8722955413725,298.052478727706,0,0,33.9338685458489,40,11.3,54,16,29,15.270240845632,"Non I-35 Corridor",0.983333333333333,"027","Bell",5,FALSE,0.253373629463031,0.142063522135398,0.4406,0.209635140249024,0.0477372788274277,0.166808192499746,0.0632758923049943,0.0148786723646198,0.00836233074587191,0.136607632786468,0.0745995539657024,54987,FALSE,FALSE
"Terrell","The Terrell Tribune","*",NA,"201 N Rockwall Ave","Terrell, TX 75160","PO Box 669","Terrell, TX 75160-0669","www.terrelltribune.com","972-563-6476","972-563-0340","accounting@terrelltribune.com",855,"Kaufman","Saturday",1898,"6 col. x 21”","2.0625","5","4","2","Vickie Painter, Business Manager","David Kapitan","Karla Dunson",48257,9.2,12.7,1.7758,0.1758,21.0989,4.0527,2.9099,128622,422,364,3.4,125134,38,30.4,29,23.2,81,64.7,19,15.2,47,37.6,43,34.4,"Metropolitan Statistical Area","Outlying",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,20.7,NA,5.05883972197371,13.700333237648,273,5,0,33,271,0,0,33,218.166125913021,3.99571659181358,0,26.3717295059696,216.567839276296,0,0,26.3717295059696,19,15.2,50,10,21,39.9571659181358,"Non I-35 Corridor",0.966666666666667,"257","Kaufman",4,FALSE,0.224104721400394,0.107385223305975,0.4079,0.266898039357459,0.0637961992215273,0.141848330380921,0.0500704963667257,0.00484436571345938,0.0050251256281407,0.0994979228789153,0.0532497323749809,72179,FALSE,FALSE
"Texarkana","Texarkana Gazette","*",NA,"101 E Broad St","Texarkana, AR 71854","PO Box 621","Texarkana, TX 75504-0621","www.texarkanagazette.com","870-330-7550","870-330-9508","jbright@texarkanagazette.com",4472,"Bowie","Daily",1875,"6 col. x 21”","1.6","1","1","1","James Bright","Les Minor","James Bright",48037,17.4,23.4,1.5431,0.1163,18.4166,3.1483,2.9777,94324,793,453,4.3,92570,20,21.6,16,17.3,63,68.1,14,15.1,19,20.5,109,117.7,"Metropolitan Statistical Area","Central",45500,"Texarkana, TX-AR","Metropolitan Statistical Area-Central",3,"TX",4,2,104,3.22952213837426,7.80144897893275,20.0122356414795,49,0,0,3,43,0,0,0,52.9329156314141,0,0,3.24079075294372,46.4513341255266,0,0,0,6,6.5,14,2,11,15.123690180404,"Non I-35 Corridor",0.983333333333333,"037","Bowie",1,TRUE,0.0774497447181218,0.16825208762916,0.4917,0.273975619347228,0.0646795123869446,0.142335823830122,0.0582618953991349,0.012504915454188,0.00577270939834841,0.115304961642797,0.0481010750527479,51796,FALSE,TRUE
"Texas City","The Post Newspaper","*",NA,"501 6th Street North","Texas City, TX 77590","PO Box 1686","Texas City TX 77592","thepostnewspaper.net","409-943-4265",NA,"publisher@thepostnewspaper.net",738,"Galveston","Sunday / Wednesday",2002,"6 col x 21”","1.6042","14, 36","23, 24","11","David Day","Brandon Williams","Ulanda Bounds",48167,9.9,14.1,2.7056,0.1521,18.4759,3.3869,3.0529,337890,1123,832,4.6,355196,79,22.2,71,20,191,53.8,42,11.8,92,25.9,245,69,"Metropolitan Statistical Area","Central",26420,"Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,41.2,19.1056284611129,6.77251755151391,15.7238751649857,70,0,0,64,225,0,0,137,19.7074291377155,0,0,18.0182209259113,63.345307942657,0,0,38.5702541695289,28,7.9,62,18,29,17.4551515219766,"Non I-35 Corridor",0.983333333333333,"167","Galveston",1,TRUE,0.249534952606635,0.109450226832023,0.4643,0.196808112310749,0.0491337500495566,0.212296212111201,0.0725112658746415,0.0186156739922383,0.0177522873139424,0.112288744768538,0.0589836553450801,74633,FALSE,TRUE
"Celina","Celina Record","*",NA,"3501 E. Plano Parkway, Suite 200","Plano, TX 75074","3501 E. Plano Parkway, Suite 200","Plano, TX 75074","www.scntx.com","972-398-4200","972-398-4470","swright@starlocalmedia.com",153,"Collin","Friday",1902,"6 col. x 20.75""","1.615""","3, 4","66","8","Scott Wright",NA,"Joani Dittrich",48085,6.2,6.7,1.3896,0.1328,19.5319,2.2956,2.2434,1005146,1010,705,2.9,1039369,128,12.3,276,26.6,1071,103,79,7.6,364,35,1055,101.5,"Metropolitan Statistical Area","Central",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,29.7,2.72437327671647,4.17467929899057,10.2730318903923,2178,2,0,277,2041,1,0,260,209.550217487726,0.192424442137489,0,26.6507852360423,196.369143201308,0.0962122210687446,0,25.0151774778736,109,10.5,76,16,21,7.31212880122459,"Non I-35 Corridor",0.983333333333333,"085","Collin",11,FALSE,0.153469352052308,0.0625559267061457,0.4324,0.125383338894987,0.0193756955213333,0.337816882161888,0.150946814984153,0.0268001262319315,0.0167181811730208,0.0274179540638941,0.0399620887007527,100541,FALSE,FALSE
"Childress","The Red River Sun","*","*","226 North Main","Childress, TX 79201","PO Box 1260","Childress, TX 79201-1260","www.redriversun.com","888-400-1083","866-863-1118","news@redriversun.com",2354,"Childress","Friday",2014,"6 col. x 21.25”","1.5925","13","88","28","Jay Williams","Elizabeth Tanner","Stacey Willmann",48075,21.4,24.1,2.7685,0,14.5072,2.5471,1.9934,7291,60,65,2.9,7062,0,0,1,14.2,3,42.5,1,14.2,0,0,10,141.6,NA,NA,NA,NA,NA,7,"TX",6,11,63.9,NA,4.60684273709484,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,70,14.1602945341263,"Non I-35 Corridor",0.883333333333333,"075","Childress",1,TRUE,0.350464053192963,0.144201740365832,0.4394,0.2472359893252,0.130003812428517,0.148494090735799,0.0213495996950057,0.0152497140678612,0.00247807853602745,0.0987868284228769,0.0780365009439899,43564,FALSE,TRUE
"Clifton","The Clifton Record","*",NA,"310 W Fifth St","Clifton, TX 76634-1611","PO Box 531","Clifton, TX 76634-0531",NA,"254-675-3336","254-675-4090","editor@cliftonrecord.com",1213,"Bosque","Wednesday",1895,"6 col. x 21”","1.637","14","13","22","Rita Hamilton","Ashley Barner","Rita Hamilton",48035,12.5,19.2,2.0747,NA,19.3983,2.2476,3.2503,18691,29,21,3.3,17765,5,28.1,1,5.6,7,39.4,4,22.5,4,22.5,12,67.5,NA,NA,NA,NA,NA,6,"TX",6,4,13.9,NA,7.98464491362764,20.4605266451836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,16,39.4033211370673,"Non I-35 Corridor",0.866666666666667,"035","Bosque",2,FALSE,0.187703494682006,0.144692397142699,0.4143,0.275124678857488,0.0544808825751851,0.129892700619616,0.0361946501435696,0.00906755327187547,0.0101254344869276,0.1013094417643,0.0425951003323895,57337,FALSE,FALSE
"Dublin","The Dublin Citizen","*",NA,"938 N. Patrick St.","Dublin, TX 76446-1128","938 N. Patrick St.","Dublin, TX 76446-1128","www.dublincitizen.com","254-445-2515","254-445-4116","publisher@dublincitizen.com",1248,"Erath","Thursday",1990,"6 col. x 21”","1.7942","11","59","30","Paul Gaudette","Paul Gaudette","Corrie Conner",48143,12.6,15.5,0.9091,0.9313,17.6497,1.3304,2.439,42446,72,72,2.9,41526,22,53,5,12,50,120.4,6,14.4,17,40.9,21,50.6,"Micropolitan Statistical Area","Central",44500,"Stephenville, TX","Micropolitan Statistical Area-Central",4,"TX",5,3,35.2,14.1027147725937,5.40604066282759,22.1984326839447,4,0,0,0,0,0,0,0,9.63251938544526,0,0,0,0,0,0,0,0,0,17,4,26,40.9382073881424,"Non I-35 Corridor",0.983333333333333,"143","Erath",1,TRUE,0.21290200350495,0.16504902692748,0.47,0.202932193036042,0.0563632661372429,0.222317246996538,0.0834453268173488,0.0122989207900631,0.0116880472408878,0.0781041856551918,0.0495852275390167,55383,FALSE,TRUE
"Kaufman","The Kaufman Herald","*","*","300 N. Washington","Kaufman, TX 75142","PO Box 460","Kaufman, TX 75142","www.kaufmanherald.com","972-932-2171","972-932-2172","ads@kaufmanherald.com",2485,"Kaufman","Thursday",1886,"6 col. x 21”","1.833","5","4","2","Amy Fowler","Amy Fowler","Amy Fowler",48257,9.2,12.7,1.7758,0.1758,21.0989,4.0527,2.9099,128622,422,364,3.4,125134,38,30.4,29,23.2,81,64.7,19,15.2,47,37.6,43,34.4,"Metropolitan Statistical Area","Outlying",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,20.7,NA,5.05883972197371,13.700333237648,273,5,0,33,271,0,0,33,218.166125913021,3.99571659181358,0,26.3717295059696,216.567839276296,0,0,26.3717295059696,19,15.2,50,10,21,39.9571659181358,"Non I-35 Corridor",0.966666666666667,"257","Kaufman",4,FALSE,0.224104721400394,0.107385223305975,0.4079,0.266898039357459,0.0637961992215273,0.141848330380921,0.0500704963667257,0.00484436571345938,0.0050251256281407,0.0994979228789153,0.0532497323749809,72179,FALSE,FALSE
"Llano","The Llano News","*","*","813 Berry St.","Llano, TX 78643","PO Box 187","Llano, TX 78643","www.llanonews.com","325-247-4433","325-247-3338","editor@llanonews.com",1546,"Llano","Wednesday",1889,"6 col. x 21”","1.75","11","53","24","Ken Wesner","Scott Wesner","Carole Leeder",48299,10.9,20.3,2.6365,NA,17.535,3.892,1.2346,21646,40,35,3.6,19452,3,15.4,1,5.1,4,20.6,2,10.3,2,10.3,12,61.7,NA,NA,NA,NA,NA,7,"TX",6,11,20.8,23.5371651838253,11.561455538295,12.8642752766609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,36,56.5494550688875,"Non I-35 Corridor",0.883333333333333,"299","Llano",1,TRUE,0.107402573186649,0.0760736196319018,0.5297,0.226803522482067,0.0412900215781186,0.184813670029743,0.049979588266169,0.0159211523881729,0.00822301277191346,0.0733030672129332,0.0653324131585001,58941,FALSE,TRUE
"Mexia","The Mexia News","*",NA,"214 N. Railroad","Mexia, TX 76667-2850","PO Box 431","Mexia, TX 76667-0431","www.themexianews.com","254-562-2868","254-562-3121","news@themexianews.com",1395,"Limestone","Wednesday / Saturday",1899,"6 col. x 21”","1.637","17","13","5","Richard Nelson","Richard Nelson","Jennifer Bynum",48293,16.8,19.7,1.5054,0.6726,23.3824,3.0109,5.8296,23519,839,132,4.5,23544,3,12.7,0,0,10,42.5,8,34,3,12.7,18,76.5,NA,NA,NA,NA,NA,6,"TX",6,6,25.9,NA,6.85902646076041,20.4605266451836,1,0,0,4,1,0,0,0,4.24736663268773,0,0,16.9894665307509,4.24736663268773,0,0,0,2,8.5,6,2,40,25.4841997961264,"Non I-35 Corridor",0.883333333333333,"293","Limestone",2,FALSE,0.221280602636535,0.192725008893632,0.445,0.282155629547416,0.0704155876186953,0.117153779750894,0.0407571833764953,0.00382291281292391,0.00499445061043285,0.142547033285094,0.0592736286237741,45781,FALSE,FALSE
"Pampa","The Pampa News","*","*","403 W. Atchison St.","Pampa, TX  79065-6303","PO Box 2198","Pampa, TX  79066-2198","www.thepampanews.com","806-669-2525","806-669-2520","redonnwoods@gmail.com",1447,"Gray","Tuesday/ Thursday/ Saturday",1906,"6 col. x 21”","1.6","13","88","28","ReDonn Woods","John Lee","ReDonn Woods",48179,14.2,18,1.7705,NA,16.3773,4.4603,2.9282,21895,56,49,4.5,24252,3,12.4,1,4.1,12,49.5,6,24.7,4,16.5,12,49.5,"Micropolitan Statistical Area","Central",37420,"Pampa, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,67.8,NA,6.34569180760352,23.2821360230446,80,0,0,81,143,0,0,75,329.86970146792,0,0,333.993072736269,589.642091373907,0,0,309.252845126175,0,0,10,2,18,41.23371268349,"Non I-35 Corridor",0.95,"179","Gray",1,TRUE,0.294157639486924,0.165322580645161,0.4795,0.243995894628806,0.0773862470065002,0.106123845364352,0.0340745809100239,0.00896339377352036,0.00184741703729046,0.14726507713885,0.051440329218107,54679,FALSE,TRUE
"Sealy","The Sealy News","*",NA,"327 Fowlkes Street","Sealy, TX 77474","PO Box 480","Sealy, TX 77474-0480","www.sealynews.com","979-885-3562",NA,"publisher@sealynews.com",1267,"Austin","Thursday",1887,"6 col. x 21”","1.52","10","85","18","Karen Lopez","Cole McNanna","Karen Lopez",48015,11.4,18,1.4181,NA,14.6619,1.7979,1.8992,29989,50,47,3.8,30402,1,3.3,0,0,11,36.2,1,3.3,2,6.6,8,26.3,"Metropolitan Statistical Area","Outlying",26420,"Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,20.3,NA,5.35353200517121,19.623938202858,5,0,0,0,0,0,0,0,16.4462864285244,0,0,0,0,0,0,0,0,0,8,3,43,26.3140582856391,"Non I-35 Corridor",0.95,"015","Austin",4,FALSE,0.272280208751505,0.117150003379977,0.4275,0.298764342453663,0.0355987055016181,0.160341276846131,0.0493772678238698,0.0122585074041385,0.0075512405609493,0.0899818480421817,0.0558432934926959,64468,FALSE,FALSE
"Thorndale","Thorndale Champion","*",NA,"108 E. First Street","Cameron, TX 76520","PO Box 1230","Cameron, TX 76520-1230","www.cameronherald.com/thorndale","254-697-6671","254-697-4902","publisher@cameronherald.com",350,"Milam","Thursday",1898,"6 col. x 21”","1.63","17, 31","17","5","Lindsey Vaculin","Lindsey Vaculin","Deborah Hail",48331,17.4,24,2.2762,NA,18.056,5.9982,2.1839,25131,105,67,3.9,24635,2,8.1,1,4.1,8,32.5,2,8.1,1,4.1,6,24.4,NA,NA,NA,NA,NA,6,"TX",6,4,24.1,NA,6.57671487436374,18.638750910759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,15,64.9482443677694,"Non I-35 Corridor",0.866666666666667,"331","Milam",3,FALSE,0.267734000080655,0.156704428424305,0.4822,0.325831936796744,0.0670936078525257,0.104261431649509,0.0319607373713191,0.0110725401005506,0.00389035192722049,0.129066328686101,0.0653790351831701,48253,FALSE,FALSE
"Three Rivers","The Progress","*",NA,"111 N. Washington","Beeville, TX 78102","111 N. Washington","Beeville, TX 78102","www.mySouTex.com","361-358-2550","361-358-5323","theprogress@mysoutex.com",1195,"Live Oak","Thursday",1928,"6 col. x 21”","1.56","15","31","21","Dennis Wade","Jimmy Willden","Dennis Wade",48297,17,23.8,2.0492,NA,17.459,4.0164,3.6066,12166,46.27,41.54,4.6,12030,1,8.3,0,0,6,49.9,1,8.3,0,0,1,8.3,NA,NA,NA,NA,NA,8,"TX",6,7,5.3,NA,7.31363034847817,37.2842580080032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,22,108.063175394846,"Non I-35 Corridor",0.866666666666667,"297","Live Oak",1,TRUE,0.402299794661191,0.210741878432468,0.4661,0.289336575199722,0.0673845085098993,0.0702790320713211,0.033344911427579,0.00717841843232604,0.00011578094245687,0.124286455630514,0.0294857142857143,50212,FALSE,TRUE
"Throckmorton","Throckmorton Tribune","*","*","102 S. Swenson","Stamford, Texas 79553","PO Box 870","Stamford, Texas 79553","NA","325-773-5550","325-773-5551","office@americannewspapers.net",272,"Throckmorton","Thursday",1886,"6cx10.5","1.75","19","68","28","Callie Metler","Tacy Ellis","Callie Metler",48447,13.5,27.7,NA,0,11.7089,3.481,NA,1515,86.23,75.45,1.9,1519,0,0,0,0,1,65.8,0,0,0,0,1,65.8,NA,NA,NA,NA,NA,9,"TX",6,12,18.5,NA,7.43055555555556,27.9468238353729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Non I-35 Corridor",0.783333333333333,"447","Throckmorton",1,TRUE,0.120666666666667,0.226,0.5069,0.300843486410497,0.0731021555763824,0.146204311152765,0.0609184629803187,0.0121836925960637,0.00374882849109653,0.0827489481065919,0.0478142076502732,41875,FALSE,TRUE
"Groveton","Trinity County News-Standard","*","*","134 E. 1st St.","Groveton, TX 75845","PO Box 730","Groveton, TX 75845-0730","www.easttexasnews.com","936-642-1726","936-642-1195","editor@trinityconews.com",1704,"Trinity","Thursday",1928,"6 col. x 21”","1.6273","8","9","3","Kelli Barnes","Tony Farkas","Marlena Stubblefield",48455,16.8,26.5,1.5468,NA,15.2359,3.4803,2.3202,14740,7,4,5.4,14233,2,14.1,0,0,3,21.1,0,0,0,0,3,21.1,NA,NA,NA,NA,NA,7,"TX",5,8,20.5,NA,10.8660491104249,26.1826246976852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,8,28.1037026628258,"Non I-35 Corridor",0.85,"455","Trinity",1,TRUE,0.104499965960923,0.177739490006892,0.4671,0.297969448584203,0.0594262295081967,0.0974292101341282,0.0340909090909091,0.00493666169895678,0,0.156265356265356,0.0707213578500707,44052,FALSE,TRUE
"Tulia","Swisher County News","*","*","301 S.E. 2nd","Tulia, TX 79088","212 N. Main Street","Shamrock, TX 79079-2228",NA,"806-995-0052",NA,"swishercountynews1@gmail.com",825,"Swisher","Thursday",2009,"6 col. x 21”","1.833","19","88","31","Jeff & Angela Blackmon","Patrice Sims",NA,48437,19.6,27.2,2.0499,0,13.0125,1.426,1.9608,7462,13,13,3.3,7414,0,0,1,13.5,1,13.5,1,13.5,0,0,4,54,NA,NA,NA,NA,NA,6,"TX",6,6,6.5,NA,4.40395925979056,23.2821360230446,4,0,0,0,0,0,0,0,53.9519827353655,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Non I-35 Corridor",0.816666666666667,"437","Swisher",1,TRUE,0.444009185465352,0.252623798965262,0.4699,0.286793223106756,0.0649112063686467,0.119820371504389,0.0351092059604001,0.00265360277607675,0.00163298632373954,0.12312427856868,0.074235807860262,36337,FALSE,TRUE
"Tyler","Tyler Morning Telegraph","*","*","100 E Ferguson St Ste 501","Tyler, TX 75702","100 E Ferguson St Ste 501","Tyler, TX 75702","www.tylerpaper.com","903-597-8111","903-595-6470","news@tylerpaper.com",8921,"Smith","Daily (ex Mon)",1877,"6 col. x 21”","1.646","1","5, 6","1","Justin Wilcox","Tim Thorsen","Alyssa Hankins",48423,12.7,18.2,1.7074,0.1929,18.8819,3.3899,2.5362,230221,804,421,3.5,235143,72,30.6,44,18.7,212,90.2,86,36.6,72,30.6,284,120.8,"Metropolitan Statistical Area","Central",46340,"Tyler, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,99.5,2.56982426685055,6.12389122790487,18.7904566526413,140,21,0,34,9,4,0,4,59.538238433634,8.9307357650451,0,14.4592864767397,3.82745818501933,1.70109252667526,0,1.70109252667526,21,8.9,57,17,29,24.2405685051224,"Non I-35 Corridor",0.983333333333333,"423","Smith",2,FALSE,0.196881625134675,0.139543678866672,0.4611,0.189748302513008,0.0452685235995319,0.182555056759205,0.0586500763621217,0.0183070749009937,0.0108493715827124,0.0948476397331928,0.0546573030649464,59450,FALSE,FALSE
